Categoria,Marca,Modelo,Versão,Motor,"Tipo de
Propulsão","Manual (M)
Automática (A)
Automática Dupla Embreagem (DCT)
Automatizada (MTA)
Contínua
(CVT)",Ar Cond.,"Hidráulica (H)
Mecânica (M)
Elétrica (E)
Eletro- hidráulica (E-H)","Elétrico Puro (E)
Gasolina (G)
Flex (F)
Diesel (D)","NMOG+NOx
(mg/km)","CO
(mg/km)","CHO
(mg/km)",Redução Relativa ao  Limite,"CO2
fóssil (g/km)","CO2
fóssil (g/km)","CO2e
fóssil (g/km)",Cidade (km/l),Estrada (km/l),Cidade (km/l),Estrada (km/l),Cidade (km/l e),Estrada (km/l e),Consumo Energético (MJ/km),"Autonomia no modo Elétrico (km)
Norma SAE J1634","Comparação Relativa
na Categoria",Comparação Absoluta Geral,"Selo CONPET
de Eficiência Energética"
Fora de Estrada Grande,LAND ROVER,VELAR,P340 SE,3.0-24V,Híbrido,A-8,S,E,G,13,375,0,A,\,159,\,\,\,7.8,9.9,\,\,2.59,\,C,D,-
Fora de Estrada Grande,LAND ROVER,VELAR,P340 SE RDYN,3.0-24V,Híbrido,A-8,S,E,G,13,375,0,A,\,159,\,\,\,7.8,9.9,\,\,2.59,\,C,D,-
Fora de Estrada Grande,LAND ROVER,VELAR,P340 HSE RDYN,3.0-24V,Híbrido,A-8,S,E,G,13,375,0,A,\,159,\,\,\,7.8,9.9,\,\,2.59,\,C,D,-
Fora de Estrada Grande,LAND ROVER,VELAR,PHEV SE,2.0-16V,Plug-in,A-8,S,E,G,11,56,0,A,\,152,53,\,\,8.6,9.4,19.1,20.1,1.04,33,A,A,SIM
Fora de Estrada Grande,LAND ROVER,VELAR,PHEV SE RDYN,2.0-16V,Plug-in,A-8,S,E,G,11,56,0,A,\,152,53,\,\,8.6,9.4,19.1,20.1,1.04,33,A,A,SIM
Fora de Estrada Grande,LAND ROVER,VELAR,PHEV HSE RDYN,2.0-16V,Plug-in,A-8,S,E,G,11,56,0,A,\,152,53,\,\,8.6,9.4,19.1,20.1,1.04,33,A,A,SIM
Fora de Estrada Grande,LAND ROVER,DEFENDER 130,S,3.0-24V,Híbrido,A-8,S,E,D,27,66,ND,A,\,192,\,\,\,9.8,11.1,\,\,2.60,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 130,SE,3.0-24V,Híbrido,A-8,S,E,D,27,66,ND,A,\,192,\,\,\,9.8,11.1,\,\,2.60,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 130,HSE,3.0-24V,Híbrido,A-8,S,E,D,27,66,ND,A,\,192,\,\,\,9.8,11.1,\,\,2.60,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 130,S XD,3.0-24V,Híbrido,A-8,S,E,D,27,66,ND,A,\,192,\,\,\,9.8,11.1,\,\,2.60,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 130,SE XD,3.0-24V,Híbrido,A-8,S,E,D,27,66,ND,A,\,192,\,\,\,9.8,11.1,\,\,2.60,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 130,HSE XD,3.0-24V,Híbrido,A-8,S,E,D,27,66,ND,A,\,192,\,\,\,9.8,11.1,\,\,2.60,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 130,X,3.0-24V,Híbrido,A-8,S,E,D,27,66,ND,A,\,192,\,\,\,9.8,11.1,\,\,2.60,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 130,LE,3.0-24V,Híbrido,A-8,S,E,D,27,66,ND,A,\,192,\,\,\,9.8,11.1,\,\,2.60,\,C,D,-
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 AB,3.0-24V,Híbrido,A-8,S,E,D,82,22,ND,A,\,199,\,\,\,9.1,11.6,\,\,2.69,\,C,D,-
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 HSED,3.0-24V,Híbrido,A-8,S,E,D,82,22,ND,A,\,199,\,\,\,9.1,11.6,\,\,2.69,\,C,D,-
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 LE,3.0-24V,Híbrido,A-8,S,E,D,82,22,ND,A,\,199,\,\,\,9.1,11.6,\,\,2.69,\,C,D,-
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 S,3.0-24V,Híbrido,A-8,S,E,D,82,22,ND,A,\,199,\,\,\,9.1,11.6,\,\,2.69,\,C,D,-
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 SD,3.0-24V,Híbrido,A-8,S,E,D,82,22,ND,A,\,199,\,\,\,9.1,11.6,\,\,2.69,\,C,D,-
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 SE,3.0-24V,Híbrido,A-8,S,E,D,82,22,ND,A,\,199,\,\,\,9.1,11.6,\,\,2.69,\,C,D,-
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 SED,3.0-24V,Híbrido,A-8,S,E,D,82,22,ND,A,\,199,\,\,\,9.1,11.6,\,\,2.69,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 90,,3.0-24V,Híbrido,A-8,S,E,D,23,52,ND,A,\,203,\,\,\,9.2,10.8,\,\,2.75,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 90,S,3.0-24V,Híbrido,A-8,S,E,D,23,52,ND,A,\,203,\,\,\,9.2,10.8,\,\,2.75,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 90,SE,3.0-24V,Híbrido,A-8,S,E,D,23,52,ND,A,\,203,\,\,\,9.2,10.8,\,\,2.75,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 90,HSE,3.0-24V,Híbrido,A-8,S,E,D,23,52,ND,A,\,203,\,\,\,9.2,10.8,\,\,2.75,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 90,SE XD,3.0-24V,Híbrido,A-8,S,E,D,23,52,ND,A,\,203,\,\,\,9.2,10.8,\,\,2.75,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 90,HSE XD,3.0-24V,Híbrido,A-8,S,E,D,23,52,ND,A,\,203,\,\,\,9.2,10.8,\,\,2.75,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 130,S,3.0-24V,Híbrido,A-8,S,E,D,27,66,ND,A,\,192,\,\,\,9.8,11.1,\,\,2.60,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 130,SE,3.0-24V,Híbrido,A-8,S,E,D,27,66,ND,A,\,192,\,\,\,9.8,11.1,\,\,2.60,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 130,HSE,3.0-24V,Híbrido,A-8,S,E,D,27,66,ND,A,\,192,\,\,\,9.8,11.1,\,\,2.60,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 130,S XD,3.0-24V,Híbrido,A-8,S,E,D,27,66,ND,A,\,192,\,\,\,9.8,11.1,\,\,2.60,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 130,SE XD,3.0-24V,Híbrido,A-8,S,E,D,27,66,ND,A,\,192,\,\,\,9.8,11.1,\,\,2.60,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 130,HSE XD,3.0-24V,Híbrido,A-8,S,E,D,27,66,ND,A,\,192,\,\,\,9.8,11.1,\,\,2.60,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 130,X,3.0-24V,Híbrido,A-8,S,E,D,27,66,ND,A,\,192,\,\,\,9.8,11.1,\,\,2.60,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 130,LE,3.0-24V,Híbrido,A-8,S,E,D,27,66,ND,A,\,192,\,\,\,9.8,11.1,\,\,2.60,\,C,D,-
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 AB,3.0-24V,Híbrido,A-8,S,E,D,82,22,ND,A,\,199,\,\,\,9.1,11.6,\,\,2.69,\,C,D,-
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 HSED,3.0-24V,Híbrido,A-8,S,E,D,82,22,ND,A,\,199,\,\,\,9.1,11.6,\,\,2.69,\,C,D,-
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 LE,3.0-24V,Híbrido,A-8,S,E,D,82,22,ND,A,\,199,\,\,\,9.1,11.6,\,\,2.69,\,C,D,-
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 S,3.0-24V,Híbrido,A-8,S,E,D,82,22,ND,A,\,199,\,\,\,9.1,11.6,\,\,2.69,\,C,D,-
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 SD,3.0-24V,Híbrido,A-8,S,E,D,82,22,ND,A,\,199,\,\,\,9.1,11.6,\,\,2.69,\,C,D,-
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 SE,3.0-24V,Híbrido,A-8,S,E,D,82,22,ND,A,\,199,\,\,\,9.1,11.6,\,\,2.69,\,C,D,-
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 SED,3.0-24V,Híbrido,A-8,S,E,D,82,22,ND,A,\,199,\,\,\,9.1,11.6,\,\,2.69,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 90,,3.0-24V,Híbrido,A-8,S,E,D,23,52,ND,A,\,203,\,\,\,9.2,10.8,\,\,2.75,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 90,S,3.0-24V,Híbrido,A-8,S,E,D,23,52,ND,A,\,203,\,\,\,9.2,10.8,\,\,2.75,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 90,SE,3.0-24V,Híbrido,A-8,S,E,D,23,52,ND,A,\,203,\,\,\,9.2,10.8,\,\,2.75,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 90,HSE,3.0-24V,Híbrido,A-8,S,E,D,23,52,ND,A,\,203,\,\,\,9.2,10.8,\,\,2.75,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 90,SE XD,3.0-24V,Híbrido,A-8,S,E,D,23,52,ND,A,\,203,\,\,\,9.2,10.8,\,\,2.75,\,C,D,-
Fora de Estrada Grande,LAND ROVER,DEFENDER 90,HSE XD,3.0-24V,Híbrido,A-8,S,E,D,23,52,ND,A,\,203,\,\,\,9.2,10.8,\,\,2.75,\,C,D,-
Fora de Estrada Grande,Mitsubishi,Pajero Sport,HPE,2.4-16V,Combustão,A-8,S,H,D,210,15,ND,B,\,205,\,\,\,8.9,11.4,\,\,2.75,\,C,D,-
Fora de Estrada Grande,Mitsubishi,Pajero Sport,HPE-S,2.4-16V,Combustão,A-8,S,H,D,210,15,ND,B,\,205,\,\,\,8.9,11.4,\,\,2.75,\,C,D,-
Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,SRX,2.8-16V,Combustão,A-6,S,H,D,189,16,ND,B,\,191,\,\,\,9.8,11.2,\,\,2.59,\,C,D,-
Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,DIAMOND,2.8-16V,Combustão,A-6,S,H,D,189,16,ND,B,\,191,\,\,\,9.8,11.2,\,\,2.59,\,C,D,-
Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,GRS,2.8-16V,Combustão,A-6,S,H,D,189,16,ND,B,\,191,\,\,\,9.8,11.2,\,\,2.59,\,C,D,-
Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,GRS Power Up,2.8-16V,Combustão,A-6,S,H,D,173,17,ND,A,\,194,\,\,\,9.7,11.0,\,\,2.63,\,C,D,-
Minivan,CHEVROLET,SPIN,1.8L AT ACT7,1.8L -8V,Combustão,A-6,S,E,F,34,304,2,B,0,125,\,6.9,8.6,9.8,12.3,\,\,2.02,\,C,C,-
Minivan,CHEVROLET,SPIN,1.8L AT PREMIER,1.8L -8V,Combustão,A-6,S,E,F,34,304,2,B,0,125,\,6.9,8.6,9.8,12.3,\,\,2.02,\,C,C,-
Minivan,CHEVROLET,SPIN,1.8L AT LT7,1.8L -8V,Combustão,A-6,S,E,F,34,304,2,B,0,125,\,6.9,8.6,9.8,12.3,\,\,2.02,\,C,C,-
Minivan,CHEVROLET,SPIN,18L MT PREMIER,1.8L-8V,Combustão,M-6,S,E,F,51,411,2,B,0,115,\,7.5,8.9,10.8,12.8,\,\,1.87,\,B,C,-
Minivan,KIA,CARNIVAL,EX,3.5 - 24V,Combustão,A-8,S,E,G,30,500,2,B,\,167,\,\,\,7.3,9.9,\,\,2.71,\,E,D,-
Minivan,KIA,CARNIVAL,LX,3.5 - 24V,Combustão,A-8,S,E,G,30,500,2,B,\,167,\,\,\,7.3,9.9,\,\,2.71,\,E,D,-
Minivan,KIA,CARNIVAL,SX,3.5 - 24V,Combustão,A-8,S,E,G,30,500,2,B,\,167,\,\,\,7.3,9.9,\,\,2.71,\,E,D,-
Comercial,BYD,ET3,---,Elétrico,Elétrico,N.A.,S,E,E,0,0,0,A,\,\,\,\,\,\,\,30.7,26.3,0.71,170,A,A,-
Comercial,CITROEN,JUMPY,CARGO,1.5 T,Combustão,M-6,S,E-H,D,22,35,0,A,\,161,\,\,\,12.4,11.9,\,\,2.17,\,A,C,-
Comercial,CITROEN,JUMPY,VITRE,1.5 T,Combustão,M-6,S,E-H,D,22,35,0,A,\,161,\,\,\,12.4,11.9,\,\,2.17,\,A,C,-
Comercial,CITROEN,JUMPER,CARGOL2,2.2  T,Combustão,M-6,S,H,D,10,14,0,A,\,200,\,\,\,10.0,9.9,\,\,2.70,\,B,D,-
Comercial,CITROEN,JUMPER,CARGOPK,2.2  T,Combustão,M-6,S,H,D,10,14,0,A,\,200,\,\,\,10.0,9.9,\,\,2.70,\,B,D,-
Comercial,CITROEN,JUMPER,FURG PK,2.2  T,Combustão,M-6,S,H,D,10,14,0,A,\,200,\,\,\,10.0,9.9,\,\,2.70,\,B,D,-
Comercial,CITROEN,E-JUMPY,CARGO,ELÉTRICO,Elétrico,A-1,S,E-H,E,0,0,0,A,\,\,\,\,\,\,\,34.4,24.6,0.70,289,A,A,-
Comercial,FIAT,E-SCUDO,CARGO,ELÉTRICO,Elétrico,A-1,S,E-H,E,0,0,0,A,\,\,\,\,\,\,\,34.4,24.6,0.70,289,A,A,-
Comercial,FIAT,FIORINO,ENDURANCE,1.4-8V,Combustão,M-5,S,H,F,41,317,2,A,0,110,\,8.1,8.4,11.7,12.4,\,\,1.81,\,A,C,-
Comercial,FIAT,FIORINO,WORKING,1.4-8V,Combustão,M-5,S,H,F,41,317,2,A,0,110,\,8.1,8.4,11.7,12.4,\,\,1.81,\,A,C,-
Comercial,FIAT,SCUDO,CARGO TD,1.5 T,Combustão,M-6,S,E-H,D,24,36,0,A,\,161,\,\,\,12.4,11.9,\,\,2.17,\,A,C,-
Comercial,FIAT,SCUDO,MULTI TD,1.5 T,Combustão,M-6,S,E-H,D,24,36,0,A,\,161,\,\,\,12.4,11.9,\,\,2.17,\,A,C,-
Comercial,FORD,Transit,350 F,2.0 - 16V,Combustão,M-6,S,E,D,85,92,ND,A,\,205,\,\,\,10.0,9.2,\,\,2.79,\,C,D,-
Comercial,FORD,Transit,350 FL,2.0 - 16V,Combustão,M-6,S,E,D,85,92,ND,A,\,205,\,\,\,10.0,9.2,\,\,2.79,\,C,D,-
Comercial,HYUNDAI,HR,HDB 4WD,"2,5 T 16V",Combustão,M-6,S,H,D,38,35,ND,A,\,111,\,\,\,10.2,8.9,\,\,2.80,\,C,D,-
Comercial,KIA,BONGO K2500,HD SC,2.5 - 16V,Combustão,M-6,S,H,D,263,36,ND,B,\,196,\,\,\,10.4,10.1,\,\,2.62,\,B,D,-
Comercial,Mercedes-Benz,315CDI STREET,Furgão,2.0-16V,Combustão,M-6,S,H,D,19,107,6,A,\,183,\,\,\,10.3,11.8,\,\,2.45,\,B,D,-
Comercial,Mercedes-Benz,315CDI STREET,Chassi,2.0-16V,Combustão,M-6,S,H,D,19,107,6,A,\,183,\,\,\,10.3,11.8,\,\,2.45,\,B,D,-
Comercial,PEUGEOT,EXPERT,CARGO,1.5 T,Combustão,M-6,S,E-H,D,22,35,0,A,\,161,\,\,\,12.4,11.9,\,\,2.17,\,A,C,-
Comercial,PEUGEOT,EXPERT,VITRE,1.5 T,Combustão,M-6,S,E-H,D,22,35,0,A,\,161,\,\,\,12.4,11.9,\,\,2.17,\,A,C,-
Comercial,PEUGEOT,BOXER,CARGO L2,2.2 T,Combustão,M-6,S,H,D,10,14,0,A,\,200,\,\,\,10.0,9.9,\,\,2.70,\,B,D,-
Comercial,PEUGEOT,BOXER,CARGO PK,2.2 T,Combustão,M-6,S,H,D,10,14,0,A,\,200,\,\,\,10.0,9.9,\,\,2.70,\,B,D,-
Comercial,PEUGEOT,BOXER,FURGAO PK,2.2 T,Combustão,M-6,S,H,D,10,14,0,A,\,200,\,\,\,10.0,9.9,\,\,2.70,\,B,D,-
Comercial,PEUGEOT,E-EXPERT,CARGO,ELÉTRICO,Elétrico,A-1,S,E-H,E,0,0,0,A,\,\,\,\,\,\,\,34.4,24.6,0.70,289,A,A,-
Comercial,PEUGEOT,PARTNER RAPID,BUSINS,1.4-8V,Combustão,M-5,S,H,F,41,317,2,B,0,110,\,8.1,8.4,11.7,12.4,\,\,1.81,\,A,C,-
Comercial,PEUGEOT,PARTNER RAPID,BUSIPK,1.4-8V,Combustão,M-5,S,H,F,41,317,2,B,0,110,\,8.1,8.4,11.7,12.4,\,\,1.81,\,A,C,-
Comercial,Renault,Master,Minibus,2.3-16V,Combustão,M-6,S,E -H,D,107,23,ND,A,\,214,\,\,\,9.5,9.1,\,\,2.89,\,C,D,-
Comercial,Renault,Master,Chassis Cabine,2.3-16V,Combustão,M-6,S,E -H,D,108,25,ND,A,\,202,\,\,\,10.3,9.3,\,\,2.72,\,C,D,-
Comercial,Renault,Master,Furgão Pró,2.3-16V,Combustão,M-6,S,E -H,D,96,27,ND,A,\,200,\,\,\,10.1,9.8,\,\,2.70,\,B,D,-
Comercial,Renault,Master,Furgão,2.3-16V,Combustão,M-6,S,E -H,D,110,30,ND,A,\,200,\,\,\,10.1,9.8,\,\,2.70,\,B,D,-
Comercial,Renault,Kangoo,MAX ZE,Elétrico,Elétrico,A,S,E-H,E,ND,ND,ND,A,\,\,\,\,\,\,\,34.5,26.1,0.67,148,A,A,-
Comercial,Renault,E-KWID,CARGO,Elétrico,Elétrico,A,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,52.7,39.6,0.44,186,A,A,-
Picape Compacta,CHEVROLET,MONTANA,T AT LTZ,1.2T - 12 V,Combustão,A-6,S,E,F,44,324,4,B,0,111,\,7.7,9.3,11.1,13.3,\,\,1.81,\,B,C,-
Picape Compacta,CHEVROLET,MONTANA,T AT PR,1.2T - 12 V,Combustão,A-6,S,E,F,44,324,4,B,0,111,\,7.7,9.3,11.1,13.3,\,\,1.81,\,B,C,-
Picape Compacta,CHEVROLET,MONTANA,T,1.2T - 12 V,Combustão,M-6,S,E,F,43,352,4,B,0,105,\,8.3,9.6,12.0,13.6,\,\,1.70,\,A,B,SIM
Picape Compacta,CHEVROLET,MONTANA,T LT,1.2T - 12 V,Combustão,M-6,S,E,F,43,352,4,B,0,105,\,8.3,9.6,12.0,13.6,\,\,1.70,\,A,B,SIM
Picape Compacta,FIAT,STRADA,RANCH AT (MY23),1.3-8V,Combustão,CVT-7,S,E,F,37,221,2,A,0,104,\,8.8,9.8,12.5,13.3,\,\,1.64,\,A,B,SIM
Picape Compacta,FIAT,STRADA,VOLCANO AT (MY23),1.3-8V,Combustão,CVT-7,S,E,F,37,221,2,A,0,104,\,8.8,9.8,12.5,13.3,\,\,1.64,\,A,B,SIM
Picape Compacta,FIAT,STRADA,FREEDOM CS (MY23),1.3-8V,Combustão,M-5,S,E,F,36,280,2,A,0,97,\,8.9,10.4,12.9,14.7,\,\,1.57,\,A,B,SIM
Picape Compacta,FIAT,STRADA,ENDURANCE CD,1.4-8V,Combustão,M-5,S,H,F,39,378,2,A,0,107,\,8.4,9.2,11.9,13.3,\,\,1.72,\,A,B,SIM
Picape Compacta,FIAT,STRADA,ENDURANCE CS,1.4-8V,Combustão,M-5,S,H,F,39,378,2,A,0,107,\,8.4,9.2,11.9,13.3,\,\,1.72,\,A,B,SIM
Picape Compacta,FIAT,STRADA,FREEDOM CD13 (CY23),1.3-8V,Combustão,M-5,S,E,F,36,140,4,A,0,100,\,8.9,10.0,12.5,14.3,\,\,1.61,\,A,B,SIM
Picape Compacta,FIAT,STRADA,VOLCANO CD13  (CY23),1.3-8V,Combustão,M-5,S,E,F,36,140,4,A,0,100,\,8.9,10.0,12.5,14.3,\,\,1.61,\,A,B,SIM
Picape Compacta,Renault,Oroch,Intense,1.3 - 16V,Combustão,CVT,S,E -H,F,34,106,3,B,0,125,\,7.4,7.8,10.5,11.0,\,\,2.01,\,E,C,-
Picape Compacta,Renault,Oroch,Iconic,1.3 - 16V,Combustão,CVT,S,E -H,F,34,106,3,B,0,125,\,7.4,7.8,10.5,11.0,\,\,2.01,\,E,C,-
Picape Compacta,Renault,Oroch,Outsider,1.3 - 16V,Combustão,CVT,S,E -H,F,34,106,3,B,0,125,\,7.4,7.8,10.5,11.0,\,\,2.01,\,E,C,-
Picape Compacta,Renault,Oroch,Intense16M,1.6 - 16V,Combustão,M-6,S,E-H,F,55,387,4,C,0,118,\,7.4,8.0,11.3,11.6,\,\,1.93,\,D,C,-
Picape Compacta,Renault,Oroch,PRO 16,1.6 - 16V,Combustão,M-6,S,E-H,F,55,387,4,C,0,118,\,7.4,8.0,11.3,11.6,\,\,1.93,\,D,C,-
Picape Compacta,VW,SAVEIRO,TRENDLINE SC,1.6-16V,Combustão,M - 5,S,H,F,35,152,3,B,0,110,\,8.1,9.0,11.7,12.8,\,\,1.77,\,B,C,-
Picape Compacta,VW,SAVEIRO,ROBUST SC,1.6-16V,Combustão,M - 5,S,H,F,35,152,3,B,0,110,\,8.1,9.0,11.7,12.8,\,\,1.77,\,B,C,-
Picape Compacta,VW,SAVEIRO,CROSS CD,1.6-16V,Combustão,M - 5,S,H,F,38,172,3,B,0,113,\,7.9,8.8,11.4,12.5,\,\,1.82,\,B,C,-
Picape Compacta,VW,SAVEIRO,ROBUST CD,1.6-16V,Combustão,M - 5,S,H,F,38,172,3,B,0,113,\,7.9,8.8,11.4,12.5,\,\,1.82,\,B,C,-
Picape,CHEVROLET,S10,HC DD4A,2.8 - 16V,Combustão,A-6,S,E,D,297,27,0,B,\,219,\,\,\,8.4,10.4,\,\,2.96,\,D,D,-
Picape,CHEVROLET,S10,LT DD4A,2.8 - 16V,Combustão,A-6,S,E,D,275,27,0,B,\,211,\,\,\,8.6,10.9,\,\,2.86,\,C,D,-
Picape,CHEVROLET,S10,LTZ DD4A,2.8 - 16V,Combustão,A-6,S,E,D,275,27,0,B,\,211,\,\,\,8.6,10.9,\,\,2.86,\,C,D,-
Picape,CHEVROLET,S10,LS DD4,2.8 - 16V,Combustão,M-6,S,E,D,284,71,0,B,\,202,\,\,\,9.3,10.8,\,\,2.73,\,C,D,-
Picape,CHEVROLET,S10,LT DD4,2.8 - 16V,Combustão,M-6,S,E,D,284,71,0,B,\,202,\,\,\,9.3,10.8,\,\,2.73,\,C,D,-
Picape,CHEVROLET,S10,LS DS4,2.8 - 16V,Combustão,M-6,S,E,D,261,59,0,B,\,202,\,\,\,9.4,10.6,\,\,2.73,\,C,D,-
Picape,CHEVROLET,S10,LS DS4C,2.8 - 16V,Combustão,M-6,S,E,D,261,59,0,B,\,202,\,\,\,9.4,10.6,\,\,2.73,\,C,D,-
Picape,CHEVROLET,S10,Z71,2.8 - 16V,Combustão,A-6,S,E,D,283,28,0,B,\,224,\,\,\,8.3,10.0,\,\,3.01,\,D,D,-
Picape,FIAT,TORO,RANCH AT9 4X4 (CY23),2.0 T,Combustão,A-9,S,E,D,101,13,0,A,\,173,\,\,\,10.5,13.0,\,\,2.33,\,A,C,-
Picape,FIAT,TORO,VOLCANO AT9 4X4 (CY23),2.0 T,Combustão,A-9,S,E,D,101,13,0,A,\,173,\,\,\,10.5,13.0,\,\,2.33,\,A,C,-
Picape,FIAT,TORO,ULTRA AT9 4X4 (CY23),2.0 T,Combustão,A-9,S,E,D,62,15,0,A,\,181,\,\,\,10.1,12.4,\,\,2.44,\,B,D,-
Picape,FIAT,TORO,FREEDOM AT9 4X4,2.0 T,Combustão,A-9,S,E,D,62,15,0,A,\,181,\,\,\,10.1,12.4,\,\,2.44,\,B,D,-
Picape,FIAT,TORO,VOLCANO TURBO (CY23),1.3 16V T,Combustão,A-6,S,E,F,48,204,4,B,0,132,\,6.6,8.0,9.5,11.2,\,\,2.13,\,A,C,-
Picape,FIAT,TORO,"FREEDOM TURBO (OPT 31S)
(CY23)",1.3 16V T,Combustão,A-6,S,E,F,46,197,4,B,0,133,\,6.6,7.9,9.5,11.2,\,\,2.15,\,A,C,-
Picape,FIAT,TORO,FREEDOM TURBO (CY23),1.3 16V T,Combustão,A-6,S,E,F,46,197,4,B,0,133,\,6.6,7.9,9.5,11.2,\,\,2.15,\,A,C,-
Picape,FORD,Maverick,XLT,2.0 GTDi,Combustão,A-8,S,E,G,26,367,1,B,\,139,\,\,\,8.8,11.1,\,\,2.26,\,A,C,-
Picape,FORD,Maverick,Lariat FX4,2.0 GTDi,Combustão,A-8,S,E,G,26,367,1,B,\,139,\,\,\,8.8,11.1,\,\,2.26,\,A,C,-
Picape,FORD,Ranger 4x4 CS / CD,XL,2.2 - 16V,Combustão,M-6,S,E,D,116,97,ND,A,\,187,\,\,\,10.4,10.7,\,\,2.55,\,B,D,-
Picape,FORD,Ranger 4x2,XLS,2.2 - 16V,Combustão,A-6,S,E,D,159,33,ND,B,\,199,\,\,\,9.5,10.7,\,\,2.71,\,C,D,-
Picape,FORD,Ranger 4x2,XLS Black,2.2 - 16V,Combustão,A-6,S,E,D,159,33,ND,B,\,199,\,\,\,9.5,10.7,\,\,2.71,\,C,D,-
Picape,FORD,Ranger 4x4,XLS,2.2 - 16V,Combustão,A-6,S,E,D,238,40,ND,B,\,208,\,\,\,9.1,10.2,\,\,2.82,\,C,D,-
Picape,FORD,Ranger 4x4,XL,3.2 - 20V,Combustão,A-6,S,E,D,74,105,ND,A,\,222,\,\,\,8.6,9.6,\,\,3.02,\,D,D,-
Picape,FORD,Ranger 4x4,XLS,3.2 - 20V,Combustão,A-6,S,E,D,74,105,ND,A,\,222,\,\,\,8.6,9.6,\,\,3.02,\,D,D,-
Picape,FORD,Ranger 4x4,XLT,3.2 - 20V,Combustão,A-6,S,E,D,74,105,ND,A,\,222,\,\,\,8.6,9.6,\,\,3.02,\,D,D,-
Picape,FORD,Ranger 4x4,FX4,3.2 - 20V,Combustão,A-6,S,E,D,74,105,ND,A,\,222,\,\,\,8.6,9.6,\,\,3.02,\,D,D,-
Picape,FORD,Ranger 4x4,STORM,3.2 - 20V,Combustão,A-6,S,E,D,74,105,ND,A,\,222,\,\,\,8.6,9.6,\,\,3.02,\,D,D,-
Picape,FORD,Ranger 4x4,LTD,3.2 - 20V,Combustão,A-6,S,E,D,74,105,ND,A,\,222,\,\,\,8.6,9.6,\,\,3.02,\,D,D,-
Picape,JAC,IEV330P,IEV330P,ELÉTRICO,Elétrico,A-1,S,E-H,E,ND,ND,ND,A,\,\,\,\,\,\,\,29.2,25.1,0.75,226,A,A,-
Picape,JEEP,GLADIATOR,RUBICON,3.6-24V,Combustão,A-8,S,E-H,G,22,209,1,A,\,200,\,\,\,6.5,7.4,\,\,3.24,\,E,D,-
